,Date,MM_conf,LA_conf,NL_conf,PH_conf,RU_conf,KR,TW_conf,US_conf,AE_conf,GB_conf,VN_conf,AU_conf,AT_conf,KH_conf,CA_conf,CN_conf,HR_conf,CZ_conf,EG_conf,FI_conf,FR_conf,DE_conf,HU_conf,IN_conf,ID_conf,IL_conf,IT_conf,JP_conf,MY_conf,MX_conf,MN_conf,NZ_conf,PL_conf,PT_conf,QA_conf,SG_conf,ES_conf,CH_conf,TH_conf,TR_conf,HR_roam,MN_roam,PL_roam,MM_roam,QA_roam,EG_roam,MX_roam,LA_roam,FI_roam,HU_roam,KH_roam,IL_roam,CH_roam,PT_roam,NL_roam,TW_roam,IN_roam,NZ_roam,CZ_roam,CA_roam,AT_roam,RU_roam,SG_roam,AU_roam,AE_roam,ID_roam,TR_roam,GB_roam,PH_roam,MY_roam,IT_roam,ES_roam,FR_roam,DE_roam,JP_roam,TH_roam,VN_roam,US_roam,CN_roam,news,covid_tr,coro_tr,target
52,2020-03-14,0,0,156,47,14,107,3,548,0,342,6,50,151,2,5,32,6,48,29,70,815,910,11,20,27,29,3497,72,41,15,0,1,35,57,17,12,1159,220,7,0,6,6,9,0,20,6,49,21,3,12,42,3,39,9,24,23,12,6,24,53,21,31,22,15,58,79,3,71,198,18,12,39,123,101,234,171,56,314,249,287.0,46.0,28.0,2.0
53,2020-03-15,0,0,176,29,4,76,6,772,13,1,3,47,205,0,54,26,11,64,1,19,36,1210,2,11,21,58,3590,66,190,12,0,2,16,76,64,14,1407,841,32,1,0,39,6,0,14,3,3,9,18,24,50,0,54,11,71,30,15,12,12,55,35,71,20,24,52,93,6,81,253,45,21,51,100,100,231,81,31,295,296,133.0,51.0,27.0,0.0
54,2020-03-16,0,0,278,2,27,74,8,1133,0,406,5,80,158,0,163,30,8,45,40,33,2151,1477,7,6,17,5,3233,0,138,29,0,0,58,86,38,17,2144,0,33,12,0,3,6,12,16,6,36,3,6,0,52,0,21,9,18,26,21,0,6,48,15,23,29,18,21,97,3,30,269,63,15,45,45,81,190,90,29,251,295,163.0,60.0,27.0,1.0
55,2020-03-17,0,0,295,45,24,84,10,1789,0,409,5,75,314,26,63,25,8,98,46,44,1032,1985,11,23,38,32,3526,39,107,11,4,4,61,117,0,23,1806,500,30,29,0,12,6,9,11,12,9,15,18,9,39,0,12,18,41,27,3,6,12,37,12,53,6,30,31,39,6,95,220,15,12,36,50,94,151,87,30,247,174,69.0,67.0,26.0,4.0
56,2020-03-18,0,0,347,15,33,93,23,1362,15,682,9,116,314,2,179,44,16,68,0,15,1409,3070,8,14,55,54,4207,11,117,25,1,8,13,0,13,47,2162,328,35,51,0,3,3,0,16,6,9,6,6,6,9,0,6,0,18,44,6,3,6,56,9,55,24,18,52,45,3,15,255,74,0,18,51,39,170,89,18,233,176,30.0,58.0,28.0,10.0
57,2020-03-19,0,0,409,15,52,152,8,5964,27,74,10,113,367,2,143,54,24,230,60,64,1846,2993,15,38,84,123,5322,35,110,46,0,8,104,337,8,32,4053,1047,60,94,0,3,3,18,22,0,12,9,9,0,59,0,21,18,37,37,3,3,9,43,15,35,18,22,69,99,3,84,269,18,3,39,36,87,214,71,73,222,204,30.0,75.0,25.0,14.0
58,2020-03-20,0,0,536,13,54,87,27,5526,0,1298,6,110,375,14,143,94,23,139,29,50,1788,4528,12,50,58,102,5986,39,130,39,0,11,70,235,10,40,2447,1219,50,167,0,3,3,3,34,9,3,9,3,3,3,0,6,3,21,34,3,0,0,73,9,22,39,15,21,84,21,18,208,125,9,15,59,42,177,92,68,224,219,21.0,67.0,24.0,7.0
59,2020-03-21,0,0,637,77,53,147,18,6327,13,1053,3,280,426,2,334,55,78,162,9,73,1705,2365,18,86,81,183,6557,44,153,48,4,13,111,260,11,47,4964,1281,89,311,0,6,3,0,27,3,12,3,9,3,51,54,0,0,18,38,18,0,3,49,13,52,30,9,41,76,12,39,174,13,6,12,39,67,171,72,68,264,222,30.0,66.0,26.0,22.0
60,2020-03-22,0,0,577,73,61,162,16,7676,0,678,19,478,768,31,192,130,48,125,33,103,1780,2660,28,66,64,171,5560,94,123,65,0,50,98,320,13,23,3394,899,188,566,0,3,6,12,17,0,24,6,6,9,39,0,6,0,27,31,15,3,0,66,16,37,6,9,37,54,3,69,175,12,9,9,36,78,156,89,55,229,225,14.0,63.0,28.0,15.0
61,2020-03-23,0,0,547,82,71,0,26,10567,45,981,10,133,892,3,619,63,61,116,39,74,3880,4183,36,103,65,188,4789,27,212,51,0,0,115,460,7,54,6368,1321,122,293,0,3,0,0,8,0,12,0,12,0,36,0,0,0,12,20,6,0,3,63,9,25,24,18,6,131,3,61,144,45,3,9,28,64,165,75,15,242,227,57.0,84.0,26.0,21.0
62,2020-03-24,0,2,816,90,57,76,20,9893,50,1438,11,362,809,4,702,93,67,158,36,92,2499,3930,20,37,107,167,5249,65,106,38,0,53,152,302,25,49,4749,1082,106,343,3,9,0,9,12,0,3,24,0,0,44,9,3,3,22,26,0,0,3,43,3,17,27,9,40,33,6,55,47,9,6,6,43,66,120,72,68,217,106,392.0,95.0,24.0,27.0
63,2020-03-25,0,1,858,84,163,100,20,12042,85,1476,7,320,305,5,461,70,60,260,54,88,2978,4337,39,121,104,1131,5210,114,172,70,0,50,150,633,11,73,9630,1020,107,561,0,3,0,3,14,0,6,0,6,3,6,0,0,3,9,36,0,0,0,42,6,26,3,6,6,24,0,46,87,21,0,12,26,18,175,81,72,181,183,873.0,81.0,25.0,56.0
64,2020-03-26,0,3,1030,71,182,104,17,18058,0,2172,12,446,1321,0,791,121,53,271,39,78,3951,6615,35,70,103,324,6203,80,235,110,1,78,170,549,12,52,8271,914,111,1196,0,6,0,18,10,0,0,0,6,0,63,0,9,0,30,17,3,0,3,62,9,30,3,0,3,50,0,52,59,0,3,15,18,68,161,72,84,215,141,972.0,92.0,25.0,57.0
65,2020-03-27,8,0,1179,96,196,91,15,17821,72,2933,10,333,748,3,640,115,91,354,41,83,3851,6933,39,160,153,342,5909,81,130,132,0,85,168,724,13,49,7933,1117,91,2069,3,3,6,6,16,0,0,0,3,0,0,0,0,0,0,9,0,0,0,69,9,28,48,9,3,54,3,94,79,33,6,12,34,18,153,58,43,187,152,967.0,100.0,26.0,25.0
66,2020-03-28,0,2,1172,272,228,146,16,19808,63,2567,11,497,614,0,894,102,71,352,40,126,4703,6824,43,100,109,584,5974,225,159,131,1,83,249,902,28,70,7516,1148,109,1704,3,0,3,0,26,0,17,0,6,0,63,3,6,0,0,53,0,0,3,30,21,42,6,12,3,76,6,18,89,9,3,9,0,60,152,78,91,214,189,557.0,75.0,26.0,54.0
67,2020-03-29,2,0,1111,343,270,105,15,19444,102,2468,14,344,517,4,704,123,56,186,33,73,2603,4400,65,37,130,628,5217,173,150,145,0,63,224,792,44,42,6875,753,143,1815,3,46,0,0,7,3,0,0,3,33,36,3,0,0,9,14,6,3,3,64,18,33,6,15,0,29,3,68,45,12,7,12,28,51,179,59,58,169,162,588.0,86.0,26.0,49.0
68,2020-03-30,4,0,887,128,302,78,8,20922,41,2673,15,377,830,4,1118,76,77,184,47,112,4462,4790,39,227,129,448,4050,0,156,101,0,75,193,446,59,35,7846,1093,136,1610,0,3,0,0,12,0,3,0,3,3,27,0,0,3,18,18,0,0,0,44,18,29,84,0,6,89,0,55,26,94,3,6,3,51,162,52,92,191,120,1052.0,94.0,28.0,64.0
69,2020-03-31,1,1,850,538,501,125,16,26341,53,3028,9,198,562,2,1129,81,77,307,54,66,7657,4923,45,146,114,663,4053,87,140,121,0,58,256,1035,88,47,7967,683,127,2704,0,9,0,0,22,3,3,0,3,6,86,0,0,0,6,41,0,0,0,46,9,10,12,72,0,40,9,44,27,3,6,3,12,75,196,85,56,193,116,1625.0,86.0,26.0,42.0
70,2020-04-01,0,1,1029,227,440,101,7,25070,150,4384,6,303,531,0,1033,82,96,200,69,28,4922,6064,33,601,149,734,4782,225,142,163,2,61,243,808,54,74,8195,1163,120,2148,0,3,3,15,12,6,3,0,3,0,6,0,0,6,21,23,0,0,0,56,12,17,9,6,0,21,6,48,66,31,18,0,15,36,163,46,128,161,145,1324.0,86.0,25.0,42.0
71,2020-04-02,5,0,1090,322,771,89,10,30380,210,4308,15,254,418,1,1724,71,48,350,86,72,2180,6922,60,545,113,765,4668,317,208,132,0,89,392,783,114,49,7947,1059,104,2456,0,12,0,9,9,6,9,0,0,0,44,0,0,0,9,26,0,0,0,13,15,15,4,6,0,61,3,39,10,27,24,3,0,37,168,39,81,167,126,1155.0,86.0,25.0,41.0
72,2020-04-03,0,0,1033,385,601,86,9,31745,240,4516,4,214,395,4,1153,79,68,233,120,97,5273,6365,38,24,196,571,4585,122,217,178,0,71,437,852,126,65,7134,779,103,2786,0,0,3,0,12,3,0,33,3,3,6,3,0,0,3,12,0,0,0,30,3,13,3,36,0,25,3,48,64,18,3,6,15,12,187,56,46,161,120,1212.0,82.0,46.0,46.0
73,2020-04-04,1,0,906,76,582,94,7,33283,241,3788,3,220,257,0,541,32,47,381,85,267,4298,4933,55,515,106,423,4805,522,150,202,0,82,244,638,250,75,6969,899,89,3013,0,0,0,0,6,3,0,3,0,0,48,3,0,0,23,19,0,0,0,24,12,9,14,45,3,51,6,0,58,21,3,0,0,27,182,35,88,156,83,886.0,83.0,100.0,41.0
74,2020-04-05,0,1,1226,152,658,81,8,28152,294,5959,1,137,270,0,2778,59,56,115,103,45,1912,4031,55,506,181,579,4316,0,179,253,0,89,475,754,279,120,5478,595,102,3135,0,0,3,0,3,3,3,21,0,3,0,0,0,3,0,6,0,0,0,42,8,7,6,32,9,27,0,32,29,26,9,0,0,21,140,36,51,155,95,1077.0,58.0,80.0,53.0
75,2020-04-06,1,1,973,414,954,47,10,29515,277,3843,4,110,246,0,807,63,40,235,149,249,3931,3251,11,1190,218,474,3599,515,131,296,1,67,311,452,228,66,5029,557,51,3148,0,3,0,0,3,0,0,0,0,3,46,0,0,0,18,0,19,0,0,16,9,12,3,24,0,66,0,12,10,30,3,3,17,17,149,31,57,102,79,1326.0,79.0,29.0,28.0
76,2020-04-07,0,2,783,104,1154,47,3,30804,283,3670,4,98,342,1,1309,53,60,195,128,132,3820,4289,73,533,247,344,3039,252,170,346,0,54,435,712,225,106,5267,596,38,3892,0,0,0,12,3,0,0,0,4,32,49,0,0,0,6,25,0,34,0,15,3,16,3,3,3,36,0,36,15,12,0,0,3,21,179,32,103,122,107,1475.0,78.0,40.0,33.0
77,2020-04-08,0,1,973,106,1175,53,3,31533,300,5525,2,115,303,2,1269,91,61,295,110,179,3894,5633,78,605,218,156,3836,351,156,396,1,50,357,699,153,142,6278,1027,111,4117,0,9,0,3,8,0,3,0,0,0,0,0,0,0,6,30,0,0,0,13,9,28,23,3,33,12,0,9,73,15,0,3,15,6,162,34,73,150,128,1620.0,60.0,97.0,30.0
78,2020-04-09,1,1,1221,206,1459,39,1,34126,331,4398,4,98,302,2,1513,74,64,257,139,118,4309,4885,85,809,337,564,4204,410,109,260,0,29,370,815,166,287,5002,771,54,4056,3,0,0,24,10,6,9,3,0,0,31,0,3,0,3,11,0,0,0,27,9,16,6,27,3,52,3,41,16,43,3,3,5,32,207,18,87,151,103,1607.0,82.0,96.0,29.0
79,2020-04-10,4,0,1346,119,1786,27,2,33755,370,8733,2,107,311,0,1405,58,88,163,95,164,4372,3990,210,873,219,440,3951,863,118,403,0,44,380,1516,136,198,5051,500,50,4747,0,0,0,0,9,3,15,0,0,0,3,0,0,0,3,8,0,32,0,29,10,13,15,20,33,15,0,15,58,10,3,3,21,9,135,37,70,105,132,1430.0,70.0,82.0,8.0
80,2020-04-11,11,2,1322,233,1667,30,3,29861,376,5269,1,88,251,1,1257,73,39,99,145,136,3125,2737,120,848,330,335,4694,475,184,375,0,29,401,515,216,191,4754,556,45,5138,0,0,0,19,20,0,6,3,0,6,46,0,0,0,6,17,32,9,0,15,18,15,43,47,9,58,3,21,49,50,6,9,0,34,144,18,44,123,85,1050.0,67.0,30.0,17.0
81,2020-04-12,3,1,1174,220,2186,32,3,28917,387,5332,4,12,139,2,983,120,66,160,126,69,26849,2946,100,759,399,402,4092,743,153,442,0,18,318,598,251,233,3804,308,33,4789,0,3,0,0,12,0,31,0,0,0,3,0,0,0,0,6,0,0,3,12,9,12,4,44,16,12,0,49,18,6,3,3,6,9,169,17,39,122,73,1012.0,68.0,47.0,26.0
82,2020-04-13,21,0,964,284,2558,25,5,25306,398,4364,3,36,96,0,1381,79,50,68,125,90,3682,2218,48,1248,316,441,3153,622,134,353,1,19,260,349,252,386,3268,273,28,4093,0,6,6,0,3,0,0,0,0,0,43,0,6,0,3,9,0,0,0,16,6,9,0,53,3,40,3,6,18,3,3,3,15,36,103,18,58,110,98,1347.0,65.0,89.0,17.0
83,2020-04-14,1,0,870,291,2774,27,0,27051,412,5275,1,64,185,0,1355,93,54,52,160,97,4971,1287,54,1034,282,460,2972,275,170,385,13,17,268,514,197,334,2442,248,34,4062,0,0,0,0,3,3,0,0,0,3,25,0,0,0,0,9,0,8,0,18,6,17,3,31,6,3,3,3,15,3,0,0,0,7,181,38,76,109,96,1396.0,65.0,71.0,11.0
84,2020-04-15,11,0,736,230,3388,27,2,28680,432,4638,1,25,110,0,1174,50,37,105,155,76,3220,3394,67,835,297,455,2667,455,85,448,0,20,380,643,283,447,5103,400,30,4281,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,29,0,0,0,19,6,6,9,11,18,6,16,0,55,4,0,0,0,15,143,30,47,161,125,1516.0,52.0,42.0,15.0
85,2020-04-16,11,0,1067,207,3448,22,0,31242,460,4662,1,22,140,0,2600,47,50,217,168,132,12490,2945,73,1108,380,257,3786,526,110,450,1,15,336,750,392,728,7304,396,29,4801,0,3,9,3,6,0,4,0,0,0,0,0,3,0,18,9,0,0,22,14,9,22,3,38,0,43,0,38,18,3,12,0,6,21,160,12,64,114,109,1537.0,55.0,81.0,12.0
86,2020-04-17,3,0,1236,218,4070,22,0,32114,477,5624,0,60,119,0,2005,357,23,116,171,120,2009,3699,111,922,407,224,3493,1161,69,578,0,8,461,181,560,623,5891,346,28,4353,0,0,0,3,16,0,3,0,0,3,0,0,3,0,3,16,0,22,3,21,6,3,3,69,12,9,0,9,54,0,3,0,12,6,174,28,110,91,186,1471.0,58.0,71.0,16.0
87,2020-04-18,10,0,1147,209,4785,18,3,32491,0,5545,0,46,76,0,1542,27,18,57,188,192,2,1945,71,1370,325,283,3491,509,54,622,0,13,363,663,345,942,887,326,33,3783,0,0,0,0,3,0,3,0,3,3,30,0,0,0,12,31,0,0,0,12,12,12,18,59,0,41,3,0,38,3,0,0,0,13,180,16,46,83,63,1051.0,59.0,30.0,10.0
88,2020-04-19,13,0,1070,172,6060,8,22,26612,479,5858,0,42,78,0,1277,18,39,140,112,102,4925,1842,82,1893,327,226,3047,501,84,764,1,9,545,521,440,596,6948,336,32,3977,0,6,3,0,10,0,3,0,0,3,3,0,3,0,9,12,9,25,3,18,9,12,6,0,30,15,3,30,27,24,7,3,0,36,115,22,41,111,78,1061.0,71.0,43.0,5.0
89,2020-04-20,8,0,750,200,4268,13,2,25517,484,4684,0,13,46,0,2025,12,10,154,189,85,2382,1881,68,924,185,222,2256,0,36,511,1,9,306,657,567,1426,1536,204,27,4674,0,3,3,0,3,0,0,0,0,3,34,0,12,0,9,13,0,0,0,14,9,10,3,0,0,38,0,6,15,0,3,0,28,41,123,6,52,101,110,1689.0,63.0,81.0,8.0
90,2020-04-21,2,0,729,140,5642,9,3,27539,490,4316,0,22,78,0,1744,36,27,133,157,146,2775,1226,114,1541,375,229,2729,338,57,729,1,5,263,516,518,1111,3968,119,19,4611,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,12,0,0,0,19,0,3,3,6,0,6,0,9,12,3,3,0,0,36,156,27,81,116,115,1327.0,57.0,65.0,5.0
91,2020-04-22,2,0,715,111,5236,11,1,28486,483,4466,0,7,52,0,2261,15,42,99,169,115,-2188,2357,70,1290,283,556,3370,377,50,1043,1,6,313,603,608,1016,4211,205,15,3083,0,0,0,0,10,0,0,0,0,0,9,0,0,3,3,31,38,0,0,9,9,6,31,36,12,21,0,3,49,21,0,0,0,6,154,25,62,99,100,1692.0,65.0,22.0,6.0
92,2020-04-23,16,0,889,271,4774,14,1,28819,518,4608,0,10,77,0,1636,16,31,55,232,155,2323,2481,116,1707,357,305,2646,856,71,1089,1,5,342,371,623,1037,4635,228,13,3116,0,3,0,6,0,0,0,0,0,0,28,0,0,0,9,20,21,0,0,51,9,17,4,3,6,39,0,34,36,3,3,3,6,46,150,12,90,93,79,1949.0,57.0,22.0,4.0
93,2020-04-24,5,0,808,211,5849,10,1,36188,525,5394,2,15,69,0,1620,15,28,86,201,111,1649,1870,159,1453,436,255,3021,461,88,1239,1,5,381,444,761,897,-10034,181,68,3122,0,0,0,6,3,0,6,0,0,0,3,6,0,0,3,17,27,0,0,15,12,16,3,19,12,15,0,9,43,3,3,0,15,12,163,30,59,99,166,1711.0,60.0,20.0,2.0
94,2020-04-25,2,0,655,102,5966,10,1,32796,532,4929,0,17,77,0,1452,10,7,79,227,80,1692,1514,0,1753,396,240,2357,402,51,970,0,9,381,595,833,618,2915,217,0,2861,0,3,0,6,6,0,0,0,0,0,30,0,0,0,23,28,32,0,0,24,15,17,24,3,0,28,0,3,42,9,0,3,0,28,174,6,34,108,66,1114.0,52.0,22.0,4.0
95,2020-04-26,0,0,656,285,6361,10,0,27631,536,4468,0,20,77,0,1662,3,14,52,215,101,576,1257,57,1607,275,145,2324,210,38,835,1,-1,344,472,929,931,1729,167,15,2357,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,20,9,33,3,3,9,27,0,28,9,6,3,3,3,25,185,12,49,100,113,1179.0,57.0,20.0,10.0
96,2020-04-27,0,0,400,198,6198,14,0,22412,490,4311,0,7,49,0,1583,6,9,41,248,119,3743,988,83,1561,214,112,1739,712,40,852,0,3,285,163,957,799,1831,103,9,2131,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,9,3,0,0,9,9,9,3,0,0,33,0,3,15,0,3,0,12,32,123,0,53,106,67,1412.0,61.0,19.0,7.0
97,2020-04-28,4,0,172,181,6411,9,0,24385,541,4002,0,23,83,0,1534,22,8,59,260,45,3090,1154,66,1873,415,173,2091,-417,31,1223,0,2,316,295,677,528,1308,100,7,2392,0,0,0,6,3,0,3,0,0,6,3,0,0,0,0,5,28,0,0,17,3,15,3,0,0,0,0,3,32,6,0,0,0,12,111,16,61,102,113,1763.0,59.0,18.0,12.0
98,2020-04-29,0,0,386,254,5841,4,0,27327,549,4091,0,8,45,0,1715,4,15,75,226,166,-2510,1627,78,1738,260,106,2086,159,94,1047,0,2,422,183,643,690,2144,143,9,2936,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,27,0,0,0,3,0,9,13,3,0,6,0,6,46,3,0,0,0,4,118,24,47,54,74,1117.0,63.0,18.0,5.0
99,2020-04-30,1,0,514,276,7099,9,0,29515,552,6040,0,14,50,0,1592,12,14,103,269,89,756,1470,48,1801,347,112,1872,193,57,1425,0,3,237,540,845,528,518,179,7,2615,0,6,3,3,5,0,0,0,0,0,16,0,0,0,3,5,3,0,3,13,3,8,3,0,0,3,0,7,5,3,3,0,3,18,114,8,30,71,37,1266.0,43.0,18.0,4.0
100,2020-05-01,0,0,476,284,7933,6,0,34037,557,6204,0,12,79,0,1886,3,9,55,358,56,6,1068,88,2394,433,155,1965,217,69,1515,0,6,228,306,687,932,0,119,6,2188,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,4,0,0,3,4,3,3,24,3,3,0,3,4,98,22,43,52,153,1104.0,48.0,18.0,8.0
101,2020-05-02,0,0,445,156,9623,13,3,29078,561,4815,0,21,27,0,1583,0,3,18,298,125,1213,890,79,2442,292,84,1900,266,105,1349,1,2,270,-161,776,447,3147,112,6,1983,0,0,3,0,9,0,0,0,0,0,23,0,9,0,17,27,0,0,0,47,9,6,19,35,3,32,16,6,65,6,6,6,9,31,155,15,15,108,85,732.0,43.0,18.0,8.0
102,2020-05-03,4,0,335,295,10633,8,4,25501,564,4342,1,23,39,0,2578,5,8,26,272,78,407,697,56,2806,349,23,1389,306,122,1383,0,0,318,92,679,657,884,88,3,1670,0,0,0,0,6,0,9,0,0,6,3,0,0,0,0,27,0,0,0,16,11,10,8,3,6,15,0,23,27,0,6,3,3,15,154,20,48,116,146,821.0,55.0,18.0,10.0
103,2020-05-04,6,0,199,262,10581,3,2,22335,567,3990,0,25,24,0,1453,2,5,38,348,73,658,488,37,3932,395,38,1221,201,55,1434,1,-1,313,242,640,573,545,76,18,1614,0,0,3,0,6,0,0,0,0,3,45,0,3,0,6,10,0,0,0,51,15,12,0,18,0,32,0,6,16,0,3,0,15,32,131,12,91,72,97,1331.0,30.0,17.0,8.0
104,2020-05-05,0,0,318,199,10102,2,0,23976,462,4411,0,28,29,0,1258,2,11,77,388,85,1104,855,30,2963,484,43,1075,175,30,1120,1,2,425,178,951,632,1318,28,1,1832,0,0,0,6,12,0,3,0,0,3,0,0,0,0,0,15,3,0,0,11,3,13,6,0,3,6,3,0,18,3,0,0,0,15,155,23,40,119,91,793.0,30.0,17.0,3.0
